,ID,Date,HomeTeam,AwayTeam,FTR,B365H,B365D,B365A,BWH,BWD,BWA,IWH,IWD,IWA,LBH,LBD,LBA,WHH,WHD,WHA,VCH,VCD,VCA,points_ht,points_at,ttl_hm_pts_hm_tm_bfr_mch,ttl_hm_pts_aw_tm_bfr_mch,ttl_aw_pts_hm_tm_bfr_mch,ttl_aw_pts_aw_tm_bfr_mch,ht_hm_vs_Sampdoria,ht_hm_vs_Verona,ht_hm_vs_Cagliari,ht_hm_vs_Inter,ht_hm_vs_Lazio,ht_hm_vs_Livorno,ht_hm_vs_Napoli,ht_hm_vs_Parma,ht_hm_vs_Torino,ht_hm_vs_Fiorentina,ht_hm_vs_Chievo,ht_hm_vs_Juventus,ht_hm_vs_Atalanta,ht_hm_vs_Bologna,ht_hm_vs_Catania,ht_hm_vs_Genoa,ht_hm_vs_Milan,ht_hm_vs_Roma,ht_hm_vs_Sassuolo,ht_hm_vs_Udinese,ht_hm_vs_Palermo,ht_hm_vs_Lecce,ht_hm_vs_Reggina,ht_hm_vs_Siena,ht_hm_vs_Bari,ht_hm_vs_Cesena,ht_hm_vs_Brescia,ht_aw_vs_Sampdoria,ht_aw_vs_Verona,ht_aw_vs_Cagliari,ht_aw_vs_Inter,ht_aw_vs_Lazio,ht_aw_vs_Livorno,ht_aw_vs_Napoli,ht_aw_vs_Parma,ht_aw_vs_Torino,ht_aw_vs_Fiorentina,ht_aw_vs_Chievo,ht_aw_vs_Juventus,ht_aw_vs_Atalanta,ht_aw_vs_Bologna,ht_aw_vs_Catania,ht_aw_vs_Genoa,ht_aw_vs_Milan,ht_aw_vs_Roma,ht_aw_vs_Sassuolo,ht_aw_vs_Udinese,ht_aw_vs_Palermo,ht_aw_vs_Lecce,ht_aw_vs_Reggina,ht_aw_vs_Siena,ht_aw_vs_Bari,ht_aw_vs_Cesena,ht_aw_vs_Brescia,at_hm_vs_Sampdoria,at_hm_vs_Verona,at_hm_vs_Cagliari,at_hm_vs_Inter,at_hm_vs_Lazio,at_hm_vs_Livorno,at_hm_vs_Napoli,at_hm_vs_Parma,at_hm_vs_Torino,at_hm_vs_Fiorentina,at_hm_vs_Chievo,at_hm_vs_Juventus,at_hm_vs_Atalanta,at_hm_vs_Bologna,at_hm_vs_Catania,at_hm_vs_Genoa,at_hm_vs_Milan,at_hm_vs_Roma,at_hm_vs_Sassuolo,at_hm_vs_Udinese,at_hm_vs_Palermo,at_hm_vs_Lecce,at_hm_vs_Reggina,at_hm_vs_Siena,at_hm_vs_Bari,at_hm_vs_Cesena,at_hm_vs_Brescia,at_aw_vs_Sampdoria,at_aw_vs_Verona,at_aw_vs_Cagliari,at_aw_vs_Inter,at_aw_vs_Lazio,at_aw_vs_Livorno,at_aw_vs_Napoli,at_aw_vs_Parma,at_aw_vs_Torino,at_aw_vs_Fiorentina,at_aw_vs_Chievo,at_aw_vs_Juventus,at_aw_vs_Atalanta,at_aw_vs_Bologna,at_aw_vs_Catania,at_aw_vs_Genoa,at_aw_vs_Milan,at_aw_vs_Roma,at_aw_vs_Sassuolo,at_aw_vs_Udinese,at_aw_vs_Palermo,at_aw_vs_Lecce,at_aw_vs_Reggina,at_aw_vs_Siena,at_aw_vs_Bari,at_aw_vs_Cesena,at_aw_vs_Brescia
144,755,2013-12-08,Inter,Parma,D,1.65,3.75,5.5,1.6,3.8,5.5,1.6,3.7,5.4,1.66,3.75,5.0,1.73,3.5,5.0,1.73,3.9,5.25,1,1,158.0,74.0,111.0,41.0,6.0,3.0,7.0,0.0,9.0,6.0,9.0,6.0,1.0,12.0,9.0,8.0,6.0,9.0,9.0,8.0,6.0,5.0,0.0,9.0,7.0,6.0,3.0,6.0,4.0,3.0,1.0,4.0,0.0,7.0,0.0,6.0,3.0,2.0,1.0,4.0,5.0,4.0,1.0,2.0,8.0,9.0,9.0,3.0,3.0,3.0,9.0,7.0,4.0,3.0,6.0,4.0,3.0,1.0,6.0,0.0,0.0,4.0,2.0,3.0,1.0,0.0,0.0,2.0,5.0,3.0,6.0,5.0,6.0,1.0,6.0,1.0,3.0,4.0,6.0,0.0,0.0,3.0,3.0,1.0,3.0,4.0,0.0,1.0,0.0,3.0,0.0,6.0,0.0,0.0,4.0,2.0,6.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,4.0,0.0,1.0,0.0,1.0,4.0,1.0,0.0
145,756,2013-12-08,Roma,Fiorentina,H,1.91,3.4,4.0,1.91,3.4,4.0,1.9,3.45,3.8,1.9,3.4,4.2,1.95,3.3,4.0,1.92,3.4,4.3,3,0,144.0,121.0,96.0,72.0,6.0,3.0,10.0,6.0,12.0,0.0,7.0,4.0,3.0,9.0,10.0,0.0,6.0,10.0,9.0,9.0,3.0,0.0,1.0,7.0,6.0,6.0,3.0,6.0,6.0,1.0,1.0,5.0,0.0,2.0,5.0,6.0,4.0,4.0,7.0,4.0,4.0,7.0,4.0,4.0,7.0,1.0,0.0,6.0,0.0,0.0,6.0,1.0,6.0,1.0,3.0,6.0,3.0,0.0,10.0,3.0,10.0,2.0,4.0,3.0,4.0,4.0,3.0,0.0,6.0,5.0,6.0,4.0,12.0,9.0,0.0,4.0,0.0,9.0,3.0,1.0,3.0,4.0,6.0,3.0,3.0,3.0,0.0,4.0,0.0,2.0,3.0,4.0,2.0,3.0,0.0,9.0,2.0,6.0,5.0,4.0,5.0,3.0,0.0,0.0,3.0,6.0,1.0,1.0,3.0,1.0,1.0,1.0
146,757,2013-12-08,Sampdoria,Catania,H,1.73,3.6,4.75,1.75,3.3,5.25,1.75,3.5,4.5,1.8,3.5,4.5,1.75,3.2,5.5,1.75,3.6,5.75,3,0,103.0,111.0,57.0,32.0,0.0,0.0,2.0,4.0,10.0,3.0,4.0,1.0,4.0,6.0,5.0,5.0,9.0,9.0,5.0,3.0,7.0,5.0,0.0,5.0,1.0,3.0,3.0,4.0,4.0,0.0,1.0,0.0,0.0,2.0,3.0,1.0,3.0,0.0,0.0,3.0,1.0,5.0,2.0,3.0,3.0,3.0,0.0,0.0,3.0,0.0,4.0,2.0,6.0,3.0,4.0,3.0,3.0,0.0,6.0,0.0,9.0,3.0,4.0,0.0,5.0,7.0,3.0,4.0,7.0,1.0,4.0,4.0,0.0,10.0,0.0,7.0,1.0,7.0,9.0,4.0,3.0,1.0,6.0,3.0,3.0,2.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,1.0,4.0,0.0,1.0,1.0,2.0,1.0,3.0
147,758,2013-12-08,Sassuolo,Chievo,A,2.1,3.2,3.6,2.1,3.25,3.6,2.1,3.2,3.4,2.15,3.25,3.4,2.25,3.0,3.5,2.25,3.3,3.6,0,3,7.0,73.0,7.0,67.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0,4.0,0.0,6.0,6.0,2.0,1.0,3.0,0.0,4.0,2.0,5.0,5.0,4.0,1.0,1.0,0.0,4.0,7.0,4.0,3.0,0.0,1.0,3.0,0.0,2.0,3.0,3.0,0.0,5.0,3.0,3.0,2.0,1.0,3.0,0.0,2.0,6.0,5.0,4.0,4.0,0.0,1.0,0.0,4.0,3.0,0.0,3.0,4.0,3.0,0.0,3.0
148,759,2013-12-08,Torino,Lazio,H,2.38,3.2,3.0,2.4,3.2,3.0,2.4,3.2,2.85,2.5,3.2,2.8,2.5,3.0,3.0,2.45,3.3,3.2,3,0,35.0,104.0,15.0,75.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,6.0,0.0,2.0,1.0,3.0,3.0,3.0,3.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,7.0,0.0,6.0,3.0,0.0,3.0,4.0,3.0,1.0,8.0,5.0,1.0,3.0,7.0,7.0,7.0,1.0,3.0,0.0,9.0,7.0,1.0,3.0,6.0,3.0,3.0,3.0,1.0,0.0,6.0,0.0,0.0,3.0,4.0,5.0,3.0,4.0,9.0,1.0,0.0,3.0,4.0,7.0,3.0,0.0,1.0,2.0,3.0,6.0,3.0,1.0,3.0,0.0,3.0
149,760,2013-12-08,Verona,Atalanta,H,1.95,3.3,4.0,1.95,3.3,4.0,2.0,3.3,3.6,1.9,3.3,4.2,2.05,3.0,4.2,2.05,3.4,4.1,3,0,18.0,73.0,4.0,26.0,3.0,0.0,3.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,6.0,5.0,9.0,3.0,3.0,3.0,6.0,3.0,0.0,0.0,0.0,4.0,4.0,1.0,1.0,4.0,0.0,7.0,1.0,1.0,0.0,6.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,5.0,1.0,0.0,4.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0
150,761,2013-12-14,Catania,Verona,D,2.7,3.0,2.75,2.7,3.1,2.7,2.4,3.2,2.85,2.75,3.2,2.6,2.75,3.0,2.75,2.75,3.2,2.8,1,1,111.0,21.0,32.0,4.0,6.0,0.0,9.0,3.0,4.0,0.0,5.0,7.0,3.0,4.0,7.0,1.0,4.0,4.0,0.0,10.0,0.0,7.0,1.0,7.0,9.0,4.0,3.0,1.0,6.0,3.0,3.0,2.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,1.0,4.0,0.0,1.0,1.0,2.0,1.0,3.0,3.0,0.0,3.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
151,762,2013-12-15,Chievo,Sampdoria,A,2.25,3.0,3.5,2.2,3.1,3.5,2.1,3.15,3.45,2.15,3.2,3.5,2.38,3.2,3.0,2.3,3.2,3.6,0,3,73.0,106.0,70.0,57.0,2.0,0.0,5.0,4.0,0.0,6.0,6.0,2.0,1.0,3.0,0.0,4.0,2.0,5.0,5.0,4.0,1.0,1.0,0.0,4.0,7.0,4.0,3.0,0.0,1.0,3.0,0.0,2.0,3.0,3.0,0.0,5.0,3.0,3.0,2.0,1.0,3.0,0.0,2.0,6.0,5.0,4.0,4.0,0.0,1.0,3.0,4.0,3.0,0.0,3.0,4.0,3.0,0.0,3.0,0.0,0.0,2.0,4.0,10.0,3.0,4.0,1.0,4.0,6.0,5.0,5.0,9.0,9.0,8.0,3.0,7.0,5.0,0.0,5.0,1.0,3.0,3.0,4.0,4.0,0.0,1.0,0.0,0.0,2.0,3.0,1.0,3.0,0.0,0.0,3.0,1.0,5.0,2.0,3.0,3.0,3.0,0.0,0.0,3.0,0.0,4.0,2.0,6.0,3.0,4.0,3.0,3.0,0.0
152,763,2013-12-15,Fiorentina,Bologna,H,1.44,4.33,7.0,1.36,4.75,8.25,1.42,4.2,7.3,1.4,4.5,8.0,1.44,4.0,8.0,1.45,4.6,8.5,3,0,121.0,82.0,72.0,54.0,10.0,3.0,10.0,2.0,4.0,3.0,4.0,4.0,3.0,0.0,6.0,5.0,6.0,4.0,12.0,9.0,0.0,4.0,0.0,9.0,3.0,1.0,3.0,4.0,6.0,3.0,3.0,3.0,0.0,4.0,0.0,2.0,3.0,4.0,2.0,3.0,0.0,9.0,2.0,6.0,5.0,4.0,5.0,3.0,0.0,0.0,3.0,6.0,1.0,1.0,3.0,1.0,1.0,1.0,6.0,0.0,1.0,2.0,6.0,6.0,3.0,4.0,3.0,2.0,5.0,1.0,1.0,0.0,7.0,4.0,2.0,1.0,0.0,6.0,7.0,6.0,0.0,3.0,3.0,0.0,3.0,0.0,0.0,4.0,0.0,1.0,3.0,1.0,2.0,1.0,4.0,2.0,4.0,4.0,0.0,4.0,4.0,3.0,1.0,0.0,3.0,0.0,4.0,1.0,1.0,4.0,3.0,0.0
153,764,2013-12-15,Genoa,Atalanta,D,2.15,3.25,3.4,2.1,3.25,3.6,1.95,3.35,3.7,2.1,3.2,3.6,2.25,3.2,3.2,2.2,3.25,3.8,1,1,123.0,73.0,66.0,26.0,9.0,3.0,6.0,0.0,1.0,2.0,6.0,7.0,4.0,5.0,7.0,4.0,4.0,4.0,7.0,0.0,7.0,9.0,0.0,6.0,7.0,6.0,3.0,6.0,4.0,3.0,3.0,9.0,0.0,6.0,2.0,4.0,0.0,4.0,4.0,3.0,0.0,4.0,0.0,4.0,4.0,1.0,0.0,2.0,0.0,0.0,4.0,1.0,6.0,3.0,2.0,1.0,1.0,1.0,3.0,0.0,6.0,5.0,9.0,3.0,3.0,3.0,6.0,3.0,0.0,0.0,0.0,4.0,4.0,1.0,1.0,4.0,0.0,7.0,1.0,1.0,0.0,6.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,5.0,1.0,0.0,4.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0
154,765,2013-12-15,Juventus,Sassuolo,H,1.17,6.5,17.0,1.15,6.75,19.5,1.15,7.0,15.0,1.16,6.5,17.0,1.2,6.0,15.0,1.2,7.0,20.0,3,0,121.0,7.0,106.0,7.0,5.0,3.0,6.0,7.0,10.0,3.0,7.0,0.0,3.0,5.0,5.0,0.0,4.0,4.0,5.0,12.0,6.0,4.0,0.0,9.0,0.0,4.0,3.0,4.0,6.0,3.0,3.0,5.0,0.0,6.0,2.0,7.0,4.0,0.0,6.0,6.0,5.0,7.0,0.0,6.0,10.0,7.0,4.0,4.0,9.0,0.0,3.0,3.0,3.0,1.0,6.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
155,766,2013-12-15,Lazio,Livorno,H,1.5,4.0,7.0,1.53,3.9,6.5,1.55,3.9,5.6,1.53,4.0,6.0,1.57,3.2,6.0,1.55,4.2,7.0,3,0,104.0,29.0,75.0,13.0,7.0,0.0,6.0,3.0,0.0,3.0,4.0,3.0,1.0,8.0,5.0,1.0,3.0,7.0,7.0,7.0,1.0,3.0,0.0,9.0,7.0,1.0,3.0,6.0,3.0,3.0,3.0,1.0,0.0,6.0,0.0,0.0,3.0,4.0,5.0,3.0,4.0,9.0,1.0,0.0,3.0,4.0,7.0,3.0,0.0,1.0,2.0,3.0,6.0,3.0,1.0,3.0,0.0,3.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,6.0,0.0,6.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
156,767,2013-12-15,Napoli,Inter,H,1.91,3.5,4.0,1.91,3.5,3.9,2.0,3.3,3.6,1.9,3.5,4.0,1.95,3.2,4.2,1.95,3.6,4.1,3,0,127.0,159.0,80.0,111.0,9.0,0.0,5.0,5.0,4.0,6.0,0.0,3.0,3.0,4.0,6.0,9.0,7.0,10.0,12.0,4.0,2.0,4.0,1.0,3.0,7.0,6.0,3.0,6.0,4.0,3.0,1.0,4.0,0.0,4.0,0.0,7.0,3.0,0.0,4.0,0.0,7.0,6.0,4.0,3.0,6.0,2.0,6.0,4.0,4.0,0.0,1.0,0.0,1.0,1.0,1.0,6.0,3.0,3.0,6.0,3.0,7.0,0.0,9.0,6.0,9.0,7.0,1.0,12.0,9.0,8.0,6.0,9.0,9.0,8.0,6.0,5.0,0.0,9.0,7.0,6.0,3.0,6.0,4.0,3.0,1.0,4.0,0.0,7.0,0.0,6.0,3.0,2.0,1.0,4.0,5.0,4.0,1.0,2.0,8.0,9.0,9.0,3.0,3.0,3.0,9.0,7.0,4.0,3.0,6.0,4.0,3.0,1.0
157,768,2013-12-15,Parma,Cagliari,D,1.8,3.6,4.33,1.83,3.4,4.5,1.8,3.4,4.35,1.85,3.4,4.33,1.91,3.4,4.0,1.87,3.6,4.75,1,1,74.0,107.0,42.0,53.0,6.0,0.0,0.0,4.0,2.0,3.0,1.0,0.0,0.0,2.0,5.0,3.0,6.0,5.0,6.0,1.0,6.0,1.0,3.0,4.0,6.0,0.0,0.0,3.0,3.0,1.0,3.0,4.0,0.0,1.0,1.0,3.0,0.0,6.0,0.0,0.0,4.0,2.0,6.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,4.0,0.0,1.0,0.0,1.0,4.0,1.0,0.0,8.0,0.0,0.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,6.0,3.0,6.0,7.0,10.0,6.0,1.0,5.0,1.0,4.0,7.0,6.0,1.0,3.0,6.0,0.0,1.0,5.0,0.0,0.0,1.0,6.0,2.0,2.0,6.0,3.0,1.0,2.0,3.0,0.0,7.0,0.0,3.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,4.0,0.0,3.0
158,769,2013-12-15,Udinese,Torino,A,1.91,3.4,4.0,1.95,3.3,4.0,1.9,3.35,3.9,1.9,3.4,4.0,2.0,3.2,4.0,1.95,3.4,4.5,0,3,123.0,38.0,62.0,15.0,4.0,0.0,10.0,3.0,5.0,3.0,7.0,4.0,3.0,9.0,4.0,6.0,3.0,6.0,7.0,7.0,7.0,6.0,0.0,0.0,9.0,6.0,0.0,6.0,4.0,3.0,1.0,2.0,0.0,4.0,0.0,3.0,3.0,6.0,1.0,0.0,0.0,7.0,3.0,1.0,3.0,4.0,3.0,1.0,1.0,3.0,0.0,3.0,1.0,3.0,1.0,3.0,3.0,3.0,0.0,1.0,0.0,1.0,3.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,6.0,0.0,2.0,1.0,3.0,3.0,3.0,3.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
159,770,2013-12-16,Milan,Roma,D,2.3,3.3,3.1,2.35,3.3,3.0,2.2,3.25,3.15,2.3,3.3,3.0,2.38,3.2,3.0,2.3,3.4,3.3,1,1,140.0,147.0,104.0,96.0,12.0,0.0,12.0,6.0,6.0,1.0,7.0,6.0,3.0,9.0,9.0,4.0,6.0,6.0,5.0,8.0,0.0,3.0,0.0,10.0,6.0,6.0,1.0,6.0,2.0,3.0,3.0,1.0,0.0,7.0,3.0,7.0,2.0,5.0,3.0,2.0,9.0,10.0,6.0,4.0,8.0,12.0,1.0,0.0,3.0,0.0,1.0,0.0,2.0,3.0,6.0,6.0,0.0,3.0,6.0,3.0,10.0,6.0,12.0,0.0,7.0,4.0,3.0,12.0,10.0,0.0,6.0,10.0,9.0,9.0,3.0,0.0,1.0,7.0,6.0,6.0,3.0,6.0,6.0,1.0,1.0,5.0,0.0,2.0,5.0,6.0,4.0,4.0,7.0,4.0,4.0,7.0,4.0,4.0,7.0,1.0,0.0,6.0,0.0,0.0,6.0,1.0,6.0,1.0,3.0,6.0,3.0,0.0
160,771,2013-12-21,Cagliari,Napoli,D,3.5,3.4,2.05,3.8,3.5,1.95,3.6,3.3,2.0,3.75,3.5,1.9,3.6,3.2,2.1,3.8,3.5,2.05,1,1,107.0,130.0,54.0,80.0,8.0,0.0,0.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,6.0,3.0,6.0,7.0,10.0,6.0,1.0,5.0,1.0,4.0,7.0,6.0,1.0,3.0,6.0,0.0,1.0,5.0,0.0,0.0,1.0,6.0,2.0,2.0,7.0,3.0,1.0,2.0,3.0,0.0,7.0,0.0,3.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,4.0,0.0,3.0,9.0,0.0,5.0,8.0,4.0,6.0,0.0,3.0,3.0,4.0,6.0,9.0,7.0,10.0,12.0,4.0,2.0,4.0,1.0,3.0,7.0,6.0,3.0,6.0,4.0,3.0,1.0,4.0,0.0,4.0,0.0,7.0,3.0,0.0,4.0,0.0,7.0,6.0,4.0,3.0,6.0,2.0,6.0,4.0,4.0,0.0,1.0,0.0,1.0,1.0,1.0,6.0,3.0,3.0
161,772,2013-12-21,Livorno,Udinese,A,3.1,3.1,2.4,3.1,3.1,2.4,2.85,3.2,2.4,3.0,3.2,2.4,2.9,3.1,2.5,3.2,3.2,2.5,0,3,29.0,123.0,13.0,62.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,6.0,0.0,6.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,10.0,3.0,5.0,3.0,7.0,4.0,3.0,9.0,4.0,6.0,3.0,6.0,7.0,7.0,7.0,6.0,0.0,0.0,9.0,6.0,0.0,6.0,4.0,3.0,1.0,2.0,0.0,4.0,0.0,3.0,3.0,6.0,1.0,0.0,0.0,7.0,3.0,1.0,3.0,4.0,3.0,1.0,1.0,3.0,0.0,3.0,1.0,3.0,1.0,3.0,3.0,3.0
162,773,2013-12-22,Atalanta,Juventus,A,7.5,4.2,1.44,7.25,4.2,1.45,7.3,4.4,1.4,7.0,4.33,1.44,7.5,4.2,1.44,8.5,4.2,1.45,0,3,73.0,124.0,27.0,106.0,3.0,0.0,6.0,5.0,9.0,3.0,3.0,3.0,6.0,3.0,0.0,0.0,0.0,4.0,4.0,1.0,1.0,4.0,0.0,7.0,1.0,1.0,0.0,6.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,5.0,1.0,0.0,4.0,1.0,2.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,5.0,3.0,6.0,7.0,10.0,3.0,7.0,0.0,3.0,5.0,5.0,0.0,4.0,4.0,5.0,12.0,6.0,4.0,3.0,9.0,0.0,4.0,3.0,4.0,6.0,3.0,3.0,5.0,0.0,6.0,2.0,7.0,4.0,0.0,6.0,6.0,5.0,7.0,0.0,6.0,10.0,7.0,4.0,4.0,9.0,0.0,3.0,3.0,3.0,1.0,6.0,0.0,1.0,1.0
163,774,2013-12-22,Bologna,Genoa,H,2.1,3.25,3.5,2.05,3.25,3.7,2.0,3.3,3.6,2.15,3.25,3.4,2.15,3.2,3.5,2.15,3.3,3.9,3,0,82.0,124.0,54.0,66.0,6.0,0.0,1.0,2.0,6.0,6.0,3.0,4.0,3.0,2.0,5.0,1.0,1.0,0.0,7.0,4.0,2.0,1.0,0.0,6.0,7.0,6.0,0.0,3.0,3.0,0.0,3.0,0.0,0.0,4.0,0.0,1.0,3.0,1.0,2.0,1.0,4.0,2.0,4.0,4.0,0.0,4.0,4.0,3.0,1.0,0.0,3.0,0.0,4.0,1.0,1.0,4.0,3.0,0.0,9.0,3.0,6.0,0.0,1.0,2.0,6.0,7.0,4.0,5.0,7.0,4.0,5.0,4.0,7.0,0.0,7.0,9.0,0.0,6.0,7.0,6.0,3.0,6.0,4.0,3.0,3.0,9.0,0.0,6.0,2.0,4.0,0.0,4.0,4.0,3.0,0.0,4.0,0.0,4.0,4.0,1.0,0.0,2.0,0.0,0.0,4.0,1.0,6.0,3.0,2.0,1.0,1.0,1.0
164,775,2013-12-22,Inter,Milan,H,2.63,3.3,2.63,2.5,3.3,2.75,2.5,3.3,2.65,2.5,3.3,2.75,2.7,3.1,2.7,2.75,3.3,2.62,3,0,159.0,141.0,111.0,104.0,6.0,3.0,7.0,0.0,9.0,6.0,9.0,7.0,1.0,12.0,9.0,8.0,6.0,9.0,9.0,8.0,6.0,5.0,0.0,9.0,7.0,6.0,3.0,6.0,4.0,3.0,1.0,4.0,0.0,7.0,0.0,6.0,3.0,2.0,1.0,4.0,5.0,4.0,1.0,2.0,8.0,9.0,9.0,3.0,3.0,3.0,9.0,7.0,4.0,3.0,6.0,4.0,3.0,1.0,12.0,0.0,12.0,6.0,6.0,1.0,7.0,6.0,3.0,9.0,9.0,4.0,6.0,6.0,5.0,8.0,0.0,4.0,0.0,10.0,6.0,6.0,1.0,6.0,2.0,3.0,3.0,1.0,0.0,7.0,3.0,7.0,2.0,5.0,3.0,2.0,9.0,10.0,6.0,4.0,8.0,12.0,1.0,0.0,3.0,0.0,1.0,0.0,2.0,3.0,6.0,6.0,0.0,3.0
165,776,2013-12-22,Roma,Catania,H,1.22,6.5,11.0,1.25,5.5,11.5,1.25,6.0,9.0,1.22,6.0,13.0,1.25,5.5,13.0,1.25,6.5,15.0,3,0,147.0,112.0,97.0,32.0,6.0,3.0,10.0,6.0,12.0,0.0,7.0,4.0,3.0,12.0,10.0,0.0,6.0,10.0,9.0,9.0,3.0,0.0,1.0,7.0,6.0,6.0,3.0,6.0,6.0,1.0,1.0,5.0,0.0,2.0,5.0,6.0,4.0,4.0,7.0,4.0,4.0,7.0,4.0,4.0,7.0,1.0,0.0,7.0,0.0,0.0,6.0,1.0,6.0,1.0,3.0,6.0,3.0,0.0,6.0,1.0,9.0,3.0,4.0,0.0,5.0,7.0,3.0,4.0,7.0,1.0,4.0,4.0,0.0,10.0,0.0,7.0,1.0,7.0,9.0,4.0,3.0,1.0,6.0,3.0,3.0,2.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,1.0,4.0,0.0,1.0,1.0,2.0,1.0,3.0
