,ID,Date,HomeTeam,AwayTeam,FTR,B365H,B365D,B365A,BWH,BWD,BWA,IWH,IWD,IWA,LBH,LBD,LBA,WHH,WHD,WHA,VCH,VCD,VCA,points_ht,points_at,ttl_hm_pts_hm_tm_bfr_mch,ttl_hm_pts_aw_tm_bfr_mch,ttl_aw_pts_hm_tm_bfr_mch,ttl_aw_pts_aw_tm_bfr_mch,ht_hm_vs_Sampdoria,ht_hm_vs_Verona,ht_hm_vs_Cagliari,ht_hm_vs_Inter,ht_hm_vs_Lazio,ht_hm_vs_Livorno,ht_hm_vs_Napoli,ht_hm_vs_Parma,ht_hm_vs_Torino,ht_hm_vs_Fiorentina,ht_hm_vs_Chievo,ht_hm_vs_Juventus,ht_hm_vs_Atalanta,ht_hm_vs_Bologna,ht_hm_vs_Catania,ht_hm_vs_Genoa,ht_hm_vs_Milan,ht_hm_vs_Roma,ht_hm_vs_Sassuolo,ht_hm_vs_Udinese,ht_hm_vs_Palermo,ht_hm_vs_Lecce,ht_hm_vs_Reggina,ht_hm_vs_Siena,ht_hm_vs_Bari,ht_hm_vs_Cesena,ht_hm_vs_Brescia,ht_aw_vs_Sampdoria,ht_aw_vs_Verona,ht_aw_vs_Cagliari,ht_aw_vs_Inter,ht_aw_vs_Lazio,ht_aw_vs_Livorno,ht_aw_vs_Napoli,ht_aw_vs_Parma,ht_aw_vs_Torino,ht_aw_vs_Fiorentina,ht_aw_vs_Chievo,ht_aw_vs_Juventus,ht_aw_vs_Atalanta,ht_aw_vs_Bologna,ht_aw_vs_Catania,ht_aw_vs_Genoa,ht_aw_vs_Milan,ht_aw_vs_Roma,ht_aw_vs_Sassuolo,ht_aw_vs_Udinese,ht_aw_vs_Palermo,ht_aw_vs_Lecce,ht_aw_vs_Reggina,ht_aw_vs_Siena,ht_aw_vs_Bari,ht_aw_vs_Cesena,ht_aw_vs_Brescia,at_hm_vs_Sampdoria,at_hm_vs_Verona,at_hm_vs_Cagliari,at_hm_vs_Inter,at_hm_vs_Lazio,at_hm_vs_Livorno,at_hm_vs_Napoli,at_hm_vs_Parma,at_hm_vs_Torino,at_hm_vs_Fiorentina,at_hm_vs_Chievo,at_hm_vs_Juventus,at_hm_vs_Atalanta,at_hm_vs_Bologna,at_hm_vs_Catania,at_hm_vs_Genoa,at_hm_vs_Milan,at_hm_vs_Roma,at_hm_vs_Sassuolo,at_hm_vs_Udinese,at_hm_vs_Palermo,at_hm_vs_Lecce,at_hm_vs_Reggina,at_hm_vs_Siena,at_hm_vs_Bari,at_hm_vs_Cesena,at_hm_vs_Brescia,at_aw_vs_Sampdoria,at_aw_vs_Verona,at_aw_vs_Cagliari,at_aw_vs_Inter,at_aw_vs_Lazio,at_aw_vs_Livorno,at_aw_vs_Napoli,at_aw_vs_Parma,at_aw_vs_Torino,at_aw_vs_Fiorentina,at_aw_vs_Chievo,at_aw_vs_Juventus,at_aw_vs_Atalanta,at_aw_vs_Bologna,at_aw_vs_Catania,at_aw_vs_Genoa,at_aw_vs_Milan,at_aw_vs_Roma,at_aw_vs_Sassuolo,at_aw_vs_Udinese,at_aw_vs_Palermo,at_aw_vs_Lecce,at_aw_vs_Reggina,at_aw_vs_Siena,at_aw_vs_Bari,at_aw_vs_Cesena,at_aw_vs_Brescia
872,1483,2009-11-08,Bari,Livorno,H,1.85,3.3,4.5,1.85,3.1,4.55,1.85,3.3,4.2,1.8,3.0,4.33,1.8,3.1,4.0,1.8,3.25,4.33,3,0,8.0,5.0,7.0,4.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
873,1484,2009-11-08,Bologna,Palermo,H,2.7,3.1,2.7,2.65,3.0,2.7,2.6,3.1,2.65,2.4,3.1,2.62,2.5,2.9,2.62,2.6,3.1,2.6,3,0,28.0,55.0,18.0,18.0,3.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,3.0,3.0,0.0,1.0,0.0,0.0,1.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,3.0,0.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,3.0,0.0,6.0,0.0,3.0,0.0,3.0,3.0,3.0,3.0,0.0,4.0,3.0,4.0,0.0,6.0,0.0,3.0,3.0,3.0,1.0,0.0,0.0,3.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,3.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
874,1485,2009-11-08,Cagliari,Sampdoria,H,2.4,3.1,3.1,2.35,3.15,2.95,2.4,3.2,2.85,2.25,3.0,2.88,2.3,3.0,2.8,2.3,3.1,2.9,3,0,43.0,46.0,26.0,21.0,3.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,1.0,3.0,3.0,0.0,3.0,3.0,3.0,3.0,1.0,1.0,0.0,3.0,3.0,3.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,6.0,1.0,1.0,3.0,3.0,0.0,1.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,4.0,3.0,0.0,1.0,1.0,3.0,0.0,1.0,1.0,3.0,6.0,3.0,0.0,3.0,1.0,0.0,4.0,0.0,3.0,3.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,3.0,1.0,0.0,0.0,0.0
875,1486,2009-11-08,Genoa,Siena,H,1.65,3.6,5.5,1.65,3.4,5.45,1.65,3.4,5.5,1.62,3.25,5.0,1.61,3.3,5.0,1.67,3.4,4.5,3,0,51.0,35.0,34.0,15.0,3.0,0.0,3.0,0.0,0.0,0.0,6.0,0.0,3.0,4.0,1.0,4.0,1.0,1.0,1.0,0.0,3.0,6.0,0.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,3.0,0.0,3.0,1.0,1.0,0.0,3.0,0.0,3.0,0.0,3.0,0.0,4.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,3.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,4.0,1.0,3.0,0.0,3.0,3.0,1.0,0.0,3.0,1.0,1.0,1.0,0.0,3.0,0.0,1.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
876,1487,2009-11-08,Inter,Roma,D,1.62,3.75,5.5,1.6,3.5,5.75,1.6,3.5,5.8,1.57,3.5,5.0,1.53,3.5,5.5,1.6,3.5,5.0,1,1,63.0,52.0,49.0,25.0,3.0,0.0,1.0,0.0,3.0,0.0,6.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,6.0,1.0,3.0,1.0,0.0,6.0,4.0,3.0,3.0,3.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,3.0,3.0,0.0,0.0,3.0,1.0,1.0,1.0,0.0,3.0,3.0,6.0,3.0,3.0,0.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,3.0,0.0,4.0,0.0,3.0,6.0,1.0,0.0,3.0,6.0,3.0,3.0,1.0,0.0,0.0,1.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,3.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,1.0,3.0,1.0,3.0,0.0,0.0,0.0
877,1488,2009-11-08,Lazio,Milan,A,3.6,3.25,2.1,3.4,3.1,2.15,3.2,3.2,2.2,3.0,3.0,2.2,3.1,3.1,2.1,3.2,3.2,2.1,0,3,33.0,55.0,28.0,38.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,3.0,3.0,3.0,1.0,0.0,3.0,0.0,0.0,4.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,3.0,1.0,6.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,3.0,3.0,1.0,0.0,0.0,0.0,3.0,0.0,3.0,3.0,3.0,0.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,1.0,0.0,3.0,0.0,3.0,3.0,3.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,2.0,0.0,1.0,3.0,6.0,0.0,4.0,3.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,6.0,0.0,0.0,0.0
878,1489,2009-11-08,Parma,Chievo,H,2.05,3.2,3.8,2.0,3.15,3.8,2.0,3.2,3.7,1.91,3.2,3.5,2.0,3.1,3.3,2.0,3.1,3.5,3,0,12.0,22.0,5.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,3.0,0.0,0.0,0.0,1.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,4.0,3.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0
879,1490,2009-11-08,Udinese,Fiorentina,A,2.45,3.2,2.9,2.45,3.05,2.9,2.5,3.2,2.7,2.38,3.0,2.75,2.37,2.87,2.8,2.3,3.1,2.9,0,3,51.0,57.0,22.0,29.0,1.0,0.0,3.0,0.0,1.0,0.0,1.0,1.0,3.0,3.0,0.0,3.0,3.0,3.0,4.0,4.0,6.0,6.0,0.0,0.0,3.0,3.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,3.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,6.0,0.0,6.0,1.0,4.0,0.0,3.0,0.0,3.0,0.0,3.0,1.0,3.0,3.0,6.0,3.0,0.0,3.0,0.0,3.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,3.0,1.0,3.0,4.0,3.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0
880,1491,2009-11-21,Bologna,Inter,A,5.5,3.5,1.67,5.5,3.55,1.7,4.7,3.4,1.75,4.5,3.3,1.67,5.0,3.4,1.67,5.0,3.4,1.7,0,3,31.0,64.0,18.0,49.0,3.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,3.0,3.0,0.0,1.0,0.0,0.0,4.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,3.0,0.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,3.0,0.0,1.0,0.0,3.0,0.0,6.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,6.0,1.0,3.0,2.0,0.0,6.0,4.0,3.0,3.0,3.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,3.0,3.0,0.0,0.0,3.0,1.0,1.0,1.0,0.0,3.0,3.0,6.0,3.0,3.0,0.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0
881,1492,2009-11-21,Fiorentina,Parma,A,1.7,3.4,5.5,1.72,3.4,5.75,1.75,3.4,4.7,1.62,3.25,5.0,1.67,3.4,5.0,1.67,3.3,5.5,0,3,57.0,15.0,32.0,5.0,6.0,0.0,6.0,1.0,4.0,0.0,3.0,0.0,3.0,0.0,3.0,1.0,3.0,3.0,6.0,3.0,0.0,3.0,0.0,3.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,3.0,1.0,3.0,4.0,3.0,1.0,0.0,0.0,0.0,3.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
882,1493,2009-11-22,Juventus,Udinese,H,1.44,4.0,8.0,1.5,3.9,7.75,1.5,3.8,6.7,1.44,3.6,6.5,1.4,4.2,7.5,1.44,4.0,6.75,3,0,50.0,51.0,48.0,22.0,4.0,0.0,0.0,1.0,3.0,3.0,3.0,0.0,3.0,4.0,4.0,0.0,1.0,4.0,1.0,3.0,3.0,3.0,0.0,3.0,0.0,1.0,3.0,3.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,4.0,0.0,0.0,0.0,3.0,1.0,3.0,0.0,6.0,3.0,3.0,1.0,1.0,6.0,0.0,0.0,3.0,3.0,1.0,6.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,1.0,0.0,1.0,1.0,3.0,3.0,0.0,3.0,3.0,3.0,4.0,4.0,6.0,6.0,0.0,0.0,3.0,3.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,3.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0
883,1494,2009-11-22,Livorno,Genoa,H,3.2,3.0,2.4,3.05,3.05,2.35,2.8,3.1,2.5,2.75,3.0,2.38,3.0,3.0,2.3,2.9,3.25,2.38,3,0,5.0,54.0,4.0,34.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,6.0,0.0,3.0,4.0,1.0,4.0,1.0,1.0,1.0,0.0,3.0,6.0,0.0,3.0,3.0,3.0,3.0,6.0,0.0,0.0,0.0,3.0,0.0,3.0,1.0,1.0,0.0,3.0,0.0,3.0,0.0,3.0,0.0,4.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,3.0,3.0,1.0,0.0,0.0,0.0
884,1495,2009-11-22,Milan,Cagliari,H,1.5,3.75,7.5,1.45,3.95,7.05,1.45,3.8,7.5,1.44,3.6,6.5,1.44,3.75,7.5,1.44,3.75,8.0,3,0,55.0,46.0,41.0,26.0,3.0,0.0,3.0,3.0,3.0,0.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,1.0,0.0,3.0,0.0,3.0,3.0,3.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,1.0,2.0,0.0,1.0,3.0,6.0,0.0,4.0,3.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,1.0,3.0,3.0,0.0,3.0,3.0,3.0,3.0,1.0,1.0,0.0,3.0,3.0,3.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,6.0,1.0,1.0,3.0,3.0,0.0,1.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
885,1496,2009-11-22,Napoli,Lazio,D,1.83,3.3,4.75,1.85,3.3,4.15,1.8,3.4,4.3,1.8,3.2,4.0,1.83,3.3,4.2,1.85,3.25,4.33,1,1,46.0,33.0,18.0,28.0,3.0,0.0,1.0,3.0,0.0,3.0,0.0,0.0,0.0,3.0,3.0,3.0,1.0,4.0,3.0,0.0,2.0,0.0,0.0,2.0,3.0,3.0,3.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,3.0,3.0,3.0,1.0,0.0,3.0,0.0,0.0,4.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,3.0,1.0,6.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,3.0,3.0,1.0,0.0,0.0,0.0
886,1497,2009-11-22,Palermo,Catania,D,1.73,3.4,5.25,1.65,3.5,5.2,1.7,3.4,5.0,1.62,3.25,5.0,1.67,3.4,5.2,1.7,3.4,5.0,1,1,55.0,40.0,18.0,11.0,1.0,0.0,3.0,0.0,3.0,0.0,6.0,0.0,3.0,0.0,3.0,3.0,3.0,3.0,0.0,4.0,3.0,4.0,0.0,6.0,0.0,3.0,3.0,3.0,1.0,0.0,0.0,3.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,3.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,6.0,0.0,4.0,0.0,4.0,0.0,3.0,0.0,3.0,0.0,3.0,0.0,0.0,3.0,0.0,4.0,0.0,0.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,1.0,1.0,0.0,0.0
887,1498,2009-11-22,Roma,Bari,H,1.67,3.5,5.5,1.65,3.4,5.45,1.7,3.4,5.0,1.62,3.25,5.0,1.61,3.5,5.5,1.67,3.5,5.0,3,0,52.0,11.0,26.0,7.0,3.0,0.0,3.0,0.0,3.0,0.0,4.0,0.0,3.0,6.0,1.0,0.0,3.0,6.0,3.0,3.0,1.0,0.0,0.0,1.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,3.0,0.0,3.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,1.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
888,1499,2009-11-22,Sampdoria,Chievo,H,1.73,3.4,5.25,1.75,3.3,4.8,1.75,3.4,4.7,1.7,3.0,5.0,1.7,3.3,5.0,1.7,3.4,5.0,3,0,46.0,22.0,21.0,31.0,0.0,0.0,1.0,4.0,3.0,0.0,1.0,1.0,3.0,0.0,1.0,1.0,3.0,6.0,3.0,0.0,3.0,1.0,0.0,4.0,0.0,3.0,3.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,3.0,0.0,0.0,0.0,1.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,4.0,3.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0
889,1500,2009-11-22,Siena,Atalanta,A,2.4,3.0,3.2,2.35,3.05,3.05,2.4,3.1,2.95,2.25,3.0,2.88,2.3,2.87,3.25,2.25,3.1,3.2,0,3,35.0,38.0,15.0,18.0,1.0,0.0,3.0,0.0,4.0,1.0,3.0,0.0,3.0,3.0,1.0,0.0,3.0,1.0,1.0,1.0,0.0,3.0,0.0,1.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,3.0,3.0,0.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,3.0,0.0,3.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
890,1501,2009-11-28,Genoa,Sampdoria,H,2.3,3.2,3.2,2.4,3.1,2.9,2.4,3.05,3.0,2.25,3.0,2.88,2.25,3.15,3.0,2.25,3.1,3.2,3,0,54.0,49.0,34.0,21.0,3.0,0.0,3.0,0.0,0.0,0.0,6.0,0.0,3.0,4.0,1.0,4.0,1.0,1.0,1.0,0.0,3.0,6.0,0.0,3.0,3.0,3.0,3.0,6.0,0.0,0.0,0.0,3.0,0.0,3.0,1.0,1.0,0.0,3.0,0.0,3.0,0.0,3.0,0.0,4.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,3.0,0.0,1.0,1.0,3.0,0.0,4.0,1.0,3.0,6.0,3.0,0.0,3.0,1.0,0.0,4.0,0.0,3.0,3.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,3.0,1.0,0.0,0.0,0.0
891,1502,2009-11-28,Udinese,Livorno,H,1.65,3.6,5.5,1.68,3.4,5.2,1.7,3.4,5.1,1.67,3.2,5.0,1.7,3.3,5.0,1.7,3.3,5.25,3,0,51.0,8.0,22.0,4.0,1.0,0.0,3.0,0.0,1.0,0.0,1.0,1.0,3.0,3.0,0.0,3.0,3.0,3.0,4.0,4.0,6.0,6.0,0.0,0.0,3.0,3.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,3.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
892,1503,2009-11-29,Atalanta,Roma,A,3.4,3.25,2.15,3.1,3.25,2.2,3.2,3.2,2.2,3.0,3.2,2.1,3.0,3.25,2.2,3.25,3.1,2.2,0,3,38.0,55.0,21.0,26.0,3.0,0.0,3.0,3.0,3.0,0.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,3.0,0.0,3.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,3.0,0.0,4.0,0.0,3.0,6.0,1.0,0.0,3.0,6.0,3.0,3.0,1.0,0.0,0.0,1.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,3.0,0.0,3.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,1.0,3.0,1.0,3.0,0.0,0.0,0.0
893,1504,2009-11-29,Bari,Siena,H,1.75,3.3,5.0,1.8,3.25,4.55,1.8,3.3,4.5,1.73,3.1,4.5,1.73,3.3,4.75,1.75,3.25,5.0,3,0,11.0,35.0,7.0,15.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,4.0,1.0,3.0,0.0,3.0,3.0,1.0,0.0,3.0,1.0,1.0,1.0,0.0,3.0,0.0,1.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
